logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene
-7.2937591282075,10.159296975329356,-18.647226287398396,7.961669397972214e-16,4.353042743341308e-11,25.153834785231243,REG1A
-3.2948040921465127,9.380085984210956,-17.499445236461867,3.3257531210667035e-15,7.703266957504743e-11,23.942314740296368,PDZK1IP1
-7.67043664505157,9.172084464683492,-17.09169244701329,5.6356777009636896e-15,7.703266957504743e-11,23.488961488749666,REG1B
-3.0541637208305534,8.114371349047243,-15.892164570881247,2.836524361460394e-14,3.1017393892569406e-10,22.07981463709673,CFB
-3.2041770526199365,8.276826394852767,-15.535037627386753,4.6807097355156e-14,4.2652967464885906e-10,21.637253162520608,NFKBIZ
-2.7503030904382726,11.665298959653825,-15.39106394075609,5.743508740894692e-14,4.4860905772631036e-10,21.455699227921528,LCN2
-3.53007408203586,8.97531526455403,-14.159237862190924,3.536378716420305e-13,2.4168938290035024e-9,19.82479271609074,CXCL1
-5.736403372105362,8.818865800512482,-13.609917382254308,8.28696067313789e-13,5.034328608931269e-9,19.05014616815675,S100A8
-1.7618519782507835,10.234195110767367,-13.270076148352963,1.4225808618146967e-12,7.777960861971855e-9,18.555355092555647,CASP1
-3.8417082832961658,8.990090226185185,-12.669525710893614,3.795843852461103e-12,1.7294813552775902e-8,17.650648542421088,DUOXA2
1.2137192560205698,3.728256777596899,12.552329055961545,4.615928450081804e-12,1.9413529846786355e-8,17.469439743988787,PRKAA1
-1.9072191711983661,8.061453758141143,-12.283435609826713,7.2681344540793036e-12,2.8384660805484707e-8,17.047769840821154,PARP9
-1.9855530647623478,8.809387175625778,-12.228020756428446,7.988239335006857e-12,2.9117132376099994e-8,16.95983466613513,ERO1A
-1.1741902248586031,5.818515537327552,-12.150632931904042,9.119616874715543e-12,2.933157829660084e-8,16.836432921828177,B9D1
-3.7411489661639274,6.9152544054902005,-12.150607473160576,9.120015199674702e-12,2.933157829660084e-8,16.836392210372857,FCGR3B
-1.0198346454563012,9.372326863444089,-11.765905517116922,1.7782175377686184e-11,4.8612021938749604e-8,16.212446189187016,DERL1
-1.9658365646698197,8.886568010588533,-11.687704443807405,2.040637763269755e-11,5.312946176513041e-8,16.083442008099787,LEPROT
-2.2075309802003487,8.03130654792959,-11.568703516436624,2.519334443616707e-11,6.261118668397429e-8,15.885703599406241,NAMPT
3.6143548487993233,4.175158496794184,11.38411032478779,3.5041062083591915e-11,8.329869867045166e-8,15.575527024668997,ST6GAL2
-2.892545111021784,11.01396336849617,-11.35448547381445,3.6959440661285897e-11,8.419822575649193e-8,15.525353981780828,PI3
1.5733709633250657,4.0081453930210715,11.16788664751014,5.182086335677135e-11,1.0417172191263199e-7,15.206799225078658,SCAF4
-1.1412873919259425,9.988801600556805,-11.16083728861786,5.249076587846752e-11,1.0417172191263199e-7,15.194678784075553,PSMB8
-4.293406827201731,9.796195276135041,-11.151949924385665,5.334811547423312e-11,1.0417172191263199e-7,15.179389164419355,DUOX2
-2.3973379421996412,6.04458952198182,-11.110528739859046,5.753916180685157e-11,1.0848116109619345e-7,15.107996918033749,KCND3
-2.759383390348992,8.066796170924459,-11.010784319124003,6.908779092518313e-11,1.2591249896114626e-7,14.935184126888068,CXCL3
0.6466810821479836,9.095235195487932,10.98211691273613,7.283220383373565e-11,1.2845486272933862e-7,14.885280893141395,ZRANB2
-1.7997538676578335,6.369338895518368,-10.858043199541893,9.162276961689826e-11,1.5654609152512227e-7,14.668078637806676,ELL2
-2.66112328352083,6.705630141222963,-10.751199111698723,1.1180469795286045e-10,1.7776826640568822e-7,14.479441534411443,FOXQ1
-2.519480409740753,8.22226223636318,-10.732460874436764,1.1579296563699969e-10,1.7776826640568822e-7,14.446205294512655,GBP1
-3.0773300025667467,7.0733474192310215,-10.726697158789767,1.1704906430004162e-10,1.7776826640568822e-7,14.435972899414434,CFI
0.75686954736836,4.187169454207128,10.665216668990308,1.3135759452104667e-10,1.8415324308815967e-7,14.32655531536355,LINC01004
-6.562902480502231,8.552183145349202,-10.54320905914669,1.6535770521032801e-10,2.2051054957011425e-7,14.107945667639402,REG3A
1.5525991504133003,4.826632974723854,10.463820317622082,1.9225783947376937e-10,2.4749292602599134e-7,13.964642299625623,DMXL1
-2.611143820259432,7.778523152449076,-10.413978547675393,2.1142069066964575e-10,2.6015986818669725e-7,13.874245536336108,C4BPB
