logFC,logCPM,F,PValue,FDR,Gene
1.127502309524006,6.612774175340483,100.54776251039718,4.864114553530771e-18,3.928795970258935e-14,ACAT1
0.8871732067340216,6.262251206886901,99.20148108125314,7.19253002210376e-18,3.928795970258935e-14,ENDOD1
1.2303141921976477,5.24136474757947,98.98713389988785,7.656329164964135e-18,3.928795970258935e-14,PLCD1
-5.205521088513159,6.349976998640352,98.1899858711983,9.664340373307755e-18,3.928795970258935e-14,CHI3L1
-5.649158652272849,6.109542631838983,94.03996117849417,3.292670225522333e-17,1.0708422107443731e-13,MMP3
-2.3978318597330257,5.74462388180382,92.71435107334862,4.894188997507531e-17,1.2577520391038182e-13,GBP5
-4.5757157019521815,1.8103152744039985,92.37779804381974,5.41434368964192e-17,1.2577520391038182e-13,C19orf59
1.091358628778077,2.76683125352199,90.38342721387487,9.882256089503752e-17,1.960140853029705e-13,FAM59B
0.8417548632516874,6.41431435247755,90.07572952748373,1.0848820907242694e-16,1.960140853029705e-13,TPRG1L
-3.9341455210726557,2.669158623023033,88.43756604099144,1.786909896062195e-16,2.905694181986735e-13,CXCL11
-3.315396116251873,1.5700267169037583,87.65700714536077,2.2695500911475923e-16,3.355014002922818e-13,KCNJ15
2.9083606334126726,3.697996639242122,85.5897412755875,4.29299410290207e-16,5.817364758940879e-13,CDKN2B-AS1
1.5651776009552956,5.344372116275265,84.90627290778667,5.307219260620896e-16,6.638514799765876e-13,MMP28
-3.3647867513926277,4.625511131664944,84.36694304612166,6.277067731467832e-16,7.290814170099887e-13,KIAA1199
-3.101799461357278,2.5838731300354643,83.32674840032348,8.686785728165668e-16,9.417054848380129e-13,TNIP3
1.140682288604431,7.726067619640174,82.30679587080927,1.19643153393038e-15,1.2159483233276195e-12,PRDX6
0.9397183938887947,6.15580366222458,81.92216470614598,1.350488197799786e-15,1.2917816814366071e-12,GLTP
-3.0680427863018345,2.713387034245499,81.35390772290214,1.615781214813955e-15,1.459678796338318e-12,TWIST1
-2.1881944816554695,3.525244776319427,80.60107490001185,2.0506855115797573e-15,1.7550630054630755e-12,CTHRC1
-2.8897511974544856,5.5615902838024365,79.82734616734348,2.622268176874322e-15,2.1320351412076673e-12,CSF3R
-1.448618798440516,5.735467915200445,79.16899677230973,3.2347780400929736e-15,2.5047964623786593e-12,SLC6A6
1.665339521861726,5.93008372568003,78.84541314400221,3.5872345274951415e-15,2.651455484163568e-12,ACSF2
-4.299346084886862,6.749527599783979,78.52479864465863,3.974953236045469e-15,2.8102919378841467e-12,MMP1
0.954476525282216,5.350347491007774,77.08349855828025,6.317701260443104e-15,4.054749086194519e-12,NAAA
-3.7903974350459864,1.8085497039902845,77.00811712397137,6.473247674818703e-15,4.054749086194519e-12,PROK2
1.0170975052489268,6.170868565381886,77.00335203053014,6.4832099035150055e-15,4.054749086194519e-12,SLC25A23
-2.8101288606464787,4.275343401281448,76.85971456183233,6.79092721256698e-15,4.089898792724136e-12,SLC11A1
-3.93420477705383,2.5788910581441806,76.68934897656263,7.175196590276932e-15,4.166995419803328e-12,EGFL6
-1.8092716036435632,6.452360105456855,76.41957830037424,7.829375279151213e-15,4.3436830238595494e-12,GBP1
-3.9344540596325985,3.7675110471789353,76.34769838211365,8.013682474373439e-15,4.3436830238595494e-12,AQP9
-2.7553689609174365,0.3394218628734949,75.50797573589155,1.0523141103130664e-14,5.5198966928389585e-12,GSDMC
1.1879335087349938,5.944489491093371,75.03244771405862,1.2284612496172701e-14,5.985416674981458e-12,PGAP3
1.0662363095116514,7.404986816156529,75.01473166461092,1.2355737333636248e-14,5.985416674981458e-12,NDUFA10
-3.0575904604606716,2.468081167442764,74.97546835289974,1.2514861752006e-14,5.985416674981458e-12,FCN3
1.3656701988217357,7.92397203610454,74.55207692866557,1.436884310530916e-14,6.675764506726636e-12,SRI
1.5244480841905228,6.953162200034692,73.69523835291452,1.9020517187970893e-14,8.591461944266519e-12,FAM162A
1.3822205341508005,5.5500111256193465,73.54463480079824,1.9984080459288613e-14,8.737342286432518e-12,MPND
-2.68381398749586,3.240546525407656,73.40332877677092,2.0933200899583548e-14,8.737342286432518e-12,FAP
-2.295575832298745,1.2130002853437518,73.40009685589779,2.095543626904054e-14,8.737342286432518e-12,P4HA3
1.622682619955986,5.4875357592028955,73.25131729441824,2.200541599881182e-14,8.945751738916974e-12,PXMP2
1.3104477896026725,6.957283230306819,72.25899535457006,3.0517573058897656e-14,1.2103567207578897e-11,CAMK2N1
-4.135178528686151,2.720411631679712,72.01933798536771,3.303353484531349e-14,1.2789483574277206e-11,IL24
1.1940325062860948,5.942203850057241,71.91746905638712,3.416581399055412e-14,1.2920239565125595e-11,CPT2
1.300061902318036,5.753360941153756,71.61170109678112,3.7806801172274184e-14,1.3972190769598874e-11,BCAT2
2.332773063743874,2.2987059303717516,71.28978176444308,4.206723764409357e-14,1.488739706433004e-11,PDE6A
1.5222081937326408,5.44799820384336,71.2864152508291,4.211427740970308e-14,1.488739706433004e-11,PAQR5
-3.245707305309,3.3201564024402503,71.05855940030925,4.542542281882964e-14,1.5605290292268362e-11,CD300E
1.4093988374220148,4.527573625447121,71.01653175631954,4.606444462387808e-14,1.5605290292268362e-11,SDSL
-1.038120150178503,6.024779592689082,70.82028615853497,4.917129739985932e-14,1.631784626569617e-11,UBE2L6
-2.169972992519529,3.6290823250360535,70.41447440504494,5.62880589783786e-14,1.830600254094829e-11,KCNJ8
-1.4674358066338113,2.6054387440960753,70.22657199463943,5.992925729740864e-14,1.9108032410061997e-11,ARNTL2
0.862148833971993,4.355339448638385,69.65679420025715,7.250107852080477e-14,2.2671923804361662e-11,CNNM2
-2.39375898466963,4.939099608069554,69.47078803803355,7.716062176442312e-14,2.367375227379782e-11,CPXM1
1.2368703824105434,6.177248891595949,69.17508470786821,8.520263618514238e-14,2.5657038277900004e-11,HMGCL
2.766315154139679,0.2620315828940001,68.97882620279248,9.100514157699342e-14,2.6906083766972544e-11,GLRA2
0.9788110210907016,5.588372369644631,68.69723312396071,1.0003911671624119e-13,2.9048858516478536e-11,PHYH
-1.973818368194525,5.949155945455323,68.45757055426792,1.0844254037029359e-13,3.093656401686569e-11,LOXL2
1.288817102212491,5.117593409203826,68.23754677616476,1.1678761270281814e-13,3.274281672690562e-11,FAM134B
-4.468505961897641,3.930031879697725,68.06341596108241,1.2385222493325267e-13,3.340277958188905e-11,S100A12
0.9896977261543666,6.671263309751591,68.06061782352238,1.2396922181426322e-13,3.340277958188905e-11,PGM1
-2.4791607774492297,2.3927288606341235,67.98598107012957,1.2713172146734127e-13,3.340277958188905e-11,ADAM12
0.8903873284587618,7.894269934569391,67.95826849264247,1.2832669980079996e-13,3.340277958188905e-11,MAZ
-2.1324554479188604,5.659059914861855,67.87298330450925,1.3207626701923627e-13,3.340277958188905e-11,ADAMTS2
-3.288197114171232,2.1546140982348017,67.8418510051452,1.3347254722161076e-13,3.340277958188905e-11,FCAR
0.9537124174882107,6.611168499246981,67.84078249092967,1.3352073506074584e-13,3.340277958188905e-11,ACOX1
0.8414948344955955,4.7636146236105255,67.79102640162517,1.3578430451606792e-13,3.345437235963304e-11,LOC283070
0.8126043222758331,3.481703981566438,67.69834025631316,1.4010532627218639e-13,3.3698313537722916e-11,C1orf201
2.1043888760956486,4.42390267515416,67.681210094043,1.4091908988162832e-13,3.3698313537722916e-11,TRPM6
-2.67174265639884,4.430787259229254,67.61092051007117,1.443087305179814e-13,3.390837099010789e-11,CXCL10
-1.323811591728934,1.3597060720910852,67.54719625010351,1.474532707938543e-13,3.390837099010789e-11,LYPD5
2.2019828494735902,9.406354503940129,67.53519394713175,1.480532771845311e-13,3.390837099010789e-11,SELENBP1
1.2732976681207653,9.524173868748553,67.47579300800908,1.5105947766437974e-13,3.4116363420839984e-11,BSG
0.9506917125928709,7.644947760152879,67.28728051240603,1.6101659949070432e-13,3.5866998963264974e-11,CTSA
-1.5821221776920458,6.079591273131872,67.07974236421003,1.7275168853631757e-13,3.7454976855544966e-11,GBP4
-4.043512777443813,6.796368304101408,67.07973390728567,1.727521840087247e-13,3.7454976855544966e-11,S100A8
0.7058023328580932,6.181571931906756,66.69563951169101,1.9681225509584504e-13,4.166384130323108e-11,TMEM9B
1.315312362925541,5.509797654894882,66.6885204760235,1.9728896011000512e-13,4.166384130323108e-11,C9orf7
-1.569091070088754,3.0287406168522413,66.37829211671554,2.1924242595003775e-13,4.570642420991749e-11,CD274
0.7586542453126236,7.235046119650989,66.25620991378628,2.2854761828666673e-13,4.7043200265309967e-11,NDUFS2
-3.389068455474144,6.0039651584151565,66.21793722308875,2.315465778712601e-13,4.7064736284557e-11,PI15
1.052202199973573,3.441986557723682,66.12702005176514,2.3883183047153873e-13,4.794622710244063e-11,XRCC6BP1
0.5994257135787505,5.845010562145848,66.06409317055567,2.440100844507573e-13,4.8388390039680056e-11,ATPAF1
-2.6786535526512947,3.178188284244005,65.9982677947761,2.495489098380726e-13,4.889054003466143e-11,OSM
-0.8221966259474109,5.600561995241809,65.92351542080627,2.559938795601338e-13,4.955614851818257e-11,FUT8
0.909604503284852,3.8934858034197286,65.63286698640506,2.827010115857612e-13,5.408236646348309e-11,PNPLA4
-2.7560426677299152,0.5664617416298333,65.38726008029612,3.074659333917726e-13,5.7710707378169555e-11,ELOVL2
0.9043154756168743,7.466550415903453,65.36701705158004,3.0960283080306204e-13,5.7710707378169555e-11,UGP2
-2.5851676421560055,4.1043353462304575,65.33519341435576,3.1299272889755334e-13,5.7710707378169555e-11,WISP1
0.9659987217126412,5.97412971396783,65.27784096410582,3.1919743917922575e-13,5.7710707378169555e-11,TMEM63B
1.374943982339912,5.01091837072017,65.2758751133399,3.194123156039149e-13,5.7710707378169555e-11,CLCN2
0.6790539369092429,5.428871044952738,65.0533698023731,3.4470720063890943e-13,6.159652516032204e-11,DERA
-0.7913946819656337,7.028581417064853,64.98588853710051,3.5277360539852796e-13,6.235273475418982e-11,TAP2
1.7154666041168745,7.386579914931077,64.94641414370135,3.5758076709525655e-13,6.252280487888136e-11,ACADS
-3.8049845521296035,2.163036920516013,64.83356818219181,3.7169312649735513e-13,6.429895670184566e-11,MMP10
1.8235722440315032,7.759961027764862,64.79256567332793,3.7695978367296607e-13,6.452361097164317e-11,ETHE1
0.6569185475460898,5.367141575286462,64.69352117533543,3.8999652322135137e-13,6.605972358439994e-11,SLC25A4
1.030380028005513,4.3709730263911455,64.39484453808952,4.3214966215153536e-13,7.218655603173915e-11,ACOT8
1.8303451067483207,6.70726093424656,64.37542192627883,4.350459683359226e-13,7.218655603173915e-11,PLCD3
-1.3570769198076906,5.558419914211031,64.19661553605984,4.626532318599667e-13,7.59919616492416e-11,PIK3R3
-3.2674029912241633,1.7066177223846222,64.07112232697267,4.830854716669885e-13,7.855452854776901e-11,CXCR1
1.6559435957765258,5.87726647539616,63.86829450394292,5.180651421860319e-13,8.313392216093099e-11,SULT1A1
0.8374941626008156,7.149819564392403,63.84928688387624,5.214722378952685e-13,8.313392216093099e-11,AFG3L2
-3.355633745590965,0.6264064816741084,63.727942820387604,5.437658107363971e-13,8.584636746004422e-11,CLEC4D
-3.3174438715181447,1.7269128284187114,63.65295963072025,5.580231892277813e-13,8.725014500031683e-11,LILRA3
-2.2940937833485284,8.962525988596802,63.551102648556764,5.780004806971215e-13,8.951300777729422e-11,COL4A1
-0.8641230626505304,5.4929803006462246,63.306165645857924,6.29065690653444e-13,9.5729216426658e-11,BTN3A3
0.9092651078362719,6.096070316896213,63.3022708676155,6.299136681417138e-13,9.5729216426658e-11,IGSF8
-1.6598410823021355,6.310376267048762,63.24795683916469,6.418606677922978e-13,9.664163258306068e-11,ACSL1
1.2256141448609001,5.503698131054609,63.20520276955294,6.514265496152997e-13,9.718208369994853e-11,C6orf136
-2.463813213106748,2.30550569417925,63.13831066326617,6.666843973457762e-13,9.770356243635077e-11,ADAMTS12
0.9297805556173458,6.906850546354196,63.13720759345994,6.669390216121355e-13,9.770356243635077e-11,C21orf33
1.128831971919631,7.073622613724544,63.06691768714127,6.833694837967684e-13,9.921670692874331e-11,UQCRFS1
0.5137878687207297,6.468712128487175,62.94351487270437,7.132159788876301e-13,1.0263367285567923e-10,FAM134A
1.2226909338679623,4.95518111956664,62.88880767718465,7.268677809731785e-13,1.0368067531934084e-10,PRADC1
-1.2638824805364044,7.970842531735732,62.79388356007151,7.511881652757001e-13,1.06218006569984e-10,WARS
0.6070611008003076,6.8537086093896695,62.69937842967595,7.762222390656572e-13,1.0823415790144321e-10,IMMT
2.824920094184426,2.71309994418382,62.68997603982952,7.787587771028139e-13,1.0823415790144321e-10,ASPG
-1.6625563692034604,2.674514151798909,62.51149384458783,8.285377543320892e-13,1.1417671545079748e-10,PRR16
-2.4307987431524634,0.3854850602890584,62.48014452091361,8.376091049109709e-13,1.1445682062989327e-10,ARG1
-1.6461599490706698,4.7109744147472075,62.36488788564707,8.718358968528425e-13,1.1731864315594015e-10,FGR
0.973048650477293,7.838211805474577,62.36110929888064,8.729817244861175e-13,1.1731864315594015e-10,ECH1
0.9411617372247131,6.252815367810757,62.326860667683484,8.834373459329758e-13,1.1775061214931243e-10,PNKD
3.9046178268049316,8.740445638423907,62.05337440579588,9.716242102773973e-13,1.2845188035220128e-10,CA1
-2.7819725126661665,5.195237577755585,61.9495824755758,1.00738741079973e-12,1.3210586037914846e-10,CXCL9
-1.1835643652181937,7.537479855499088,61.73503858747183,1.0856079259599634e-12,1.4091952886412475e-10,STAT1
-1.2387637422843774,4.2321667546658475,61.71839163429128,1.0919291948145698e-12,1.4091952886412475e-10,IKBIP
