logFC,logCPM,F,PValue,FDR,EntrezID,Gene
-3.241587310030216,3.0557544960058127,131.53281431012732,2.5601740446263884e-8,4.0130728149518637e-4,6372,CXCL6
-1.2035320408617707,4.820244248523402,68.62338303373443,1.212783402635337e-6,0.007215836224292066,23753,SDF2L1
-2.3618692531626775,3.192769487037943,67.07118297355873,1.3810212869458498e-6,0.007215836224292066,79820,CATSPERB
-1.7261223126413088,3.5894199648647556,62.43843797076899,2.067252215248575e-6,0.008101044618505353,162461,TMEM92
-5.474662690364101,10.398988061586746,48.71253510658147,8.064610805918134e-6,0.023138050725914835,1755,DMBT1
-0.85489493653041,5.9730524475552675,45.744077921396766,1.1270300409160362e-5,0.023138050725914835,7873,MANF
2.260245102793154,2.6615719384539425,43.803939696909495,1.4158669210653517e-5,0.023138050725914835,10446,LRRN2
1.3054938142132302,9.386733362354969,43.64871071068673,1.4424418095035109e-5,0.023138050725914835,10628,TXNIP
-3.92727660227975,4.064863679990129,43.50404099177658,1.4677263438005817e-5,0.023138050725914835,725,C4BPB
2.4215095169326784,0.40824906170884967,42.71993196305682,1.613962360251411e-5,0.023138050725914835,54674,LRRN3
-4.962021579879418,7.459112785984374,42.670530580548224,1.623722857958936e-5,0.023138050725914835,405753,DUOXA2
-1.6215016376529805,7.084147113472142,37.749562509845305,3.047537012957573e-5,0.039808452231758294,6690,SPINK1
-0.9024938225449465,4.610007730748645,36.89883980101276,3.419384662410227e-5,0.04122988814098485,57089,ENTPD7
-1.0971942964175705,5.8498676578383995,35.091524997631126,4.396627827137578e-5,0.04692979099197603,22936,ELL2
-0.8428685361087027,6.69626867727713,33.77103864706595,5.315794664961126e-5,0.04692979099197603,81502,HM13
-8.519519116161511,8.84731638885711,33.440838973309866,5.579012706595578e-5,0.04692979099197603,5967,REG1A
-2.796405273453353,2.925678891689998,33.32113606261259,5.678112657597363e-5,0.04692979099197603,145741,C2CD4A
-1.6041174680499941,5.303796849311405,33.25968409953935,5.7297732106075237e-5,0.04692979099197603,116844,LRG1
-2.200412247472686,3.8605553054221673,33.034181352685295,5.9240322354341186e-5,0.04692979099197603,629,CFB
-1.6086110910613953,4.751985517785027,32.96194726338346,5.987852120188329e-5,0.04692979099197603,118932,ANKRD22
-2.3980408399537794,0.8629138638580072,30.912616476181118,8.175539973661281e-5,0.05346500180040244,5196,PF4
-0.8083868109653797,5.820862737102136,30.84130180865466,8.266822717346537e-5,0.05346500180040244,29925,GMPPB
-0.7377409949549952,5.962478376553594,30.788583492325266,8.335056054840741e-5,0.05346500180040244,51726,DNAJB11
-1.5011816122134485,4.848399096486266,30.40826112220139,8.846960006366951e-5,0.05346500180040244,8140,SLC7A5
-0.7919325444809243,4.434476211831385,30.295161981786233,9.006099740696663e-5,0.05346500180040244,283820,NOMO2
-0.7979813759869291,6.031563430107465,30.15405800439342,9.209282606767885e-5,0.05346500180040244,56005,MYDGF
-1.302027746762403,6.213256951427596,29.671823038142044,9.944576827168543e-5,0.05555917369203858,83666,PARP9
-3.7473286744798644,5.957511578587292,29.39188201794709,1.0402326688189762e-4,0.05555917369203858,1116,CHI3L1
-0.7328399695262148,5.791435176546547,29.25593639756837,1.0633334677902122e-4,0.05555917369203858,10549,PRDX4
-3.774569833036424,2.590083618399528,28.599283766611407,1.1835704945902491e-4,0.05913627883644407,3855,KRT7
-0.6613103855061947,5.299164257286156,28.291760551131617,1.2452109692491012e-4,0.05913627883644407,10025,MED16
-1.065025997550702,4.5957164376946364,27.98431929583318,1.310555706831339e-4,0.05913627883644407,55357,TBC1D2
1.0128396815341563,3.342504895861669,27.946912562794513,1.318772289679049e-4,0.05913627883644407,8556,CDC14A
-2.5936899028813034,7.221924778429316,27.939410518434812,1.3204272786446843e-4,0.05913627883644407,7498,XDH
-3.1422766266358795,9.661078076770503,27.105224931303912,1.520301443877815e-4,0.06619645870217987,3934,LCN2
-1.6892834803598809,4.646543707423675,26.588484435851363,1.6615439732669784e-4,0.06964916120183258,116071,BATF2
-1.1337550611982419,6.031611883232486,26.49573447008085,1.6884645139838203e-4,0.06964916120183258,8519,IFITM1
-2.1982062003856053,6.755649888482114,25.55983419714629,1.990157364933706e-4,0.07343350833725235,10158,PDZK1IP1
-1.668810911244231,4.390835807136664,25.55469535240778,1.9919771890185945e-4,0.07343350833725235,23657,SLC7A11
-0.6707204438298232,4.552181720374242,25.482554166244256,2.017727832380535e-4,0.07343350833725235,2539,G6PD
-1.5633955716526668,7.102808521467077,25.45944290202713,2.0260582169895927e-4,0.07343350833725235,25825,BACE2
-0.9412251223306036,6.15668965090245,25.390123295776966,2.0512826428015628e-4,0.07343350833725235,26286,ARFGAP3
-1.137398473369297,3.615104310996503,25.31928496648539,2.0774338153487458e-4,0.07343350833725235,81610,FAM83D
-0.9267329366747503,6.995615272541255,25.237409133391274,2.1081389953278188e-4,0.07343350833725235,7706,TRIM25
1.8209327120620542,4.0178758564783035,24.471167707084145,2.422290145748186e-4,0.0825421696404409,92291,CAPN13
-1.0932804858013474,7.320670726936507,24.147191674234293,2.57109674270805e-4,0.08415213614107145,7453,WARS1
-1.1586113523471078,4.953585232778317,23.897422816585028,2.693024624544891e-4,0.08415213614107145,26499,PLEK2
-4.082508246140066,8.008771592970803,23.793167572328354,2.745877577575932e-4,0.08415213614107145,4843,NOS2
-1.7578646700010063,6.550687073320725,23.666563115745884,2.811673630202255e-4,0.08415213614107145,412,STS
-1.030104532633092,6.454434584221354,23.647009904618496,2.8219963403316355e-4,0.08415213614107145,9069,CLDN12
-0.8441530679559515,6.68802499293117,23.63028010255449,2.830863131193129e-4,0.08415213614107145,151636,DTX3L
-0.8010607663323318,5.628066777614371,23.534022494064462,2.8825070545384957e-4,0.08415213614107145,51303,FKBP11
0.6573469104458157,4.628218042063234,23.43848691693056,2.934838800467461e-4,0.08415213614107145,583,BBS2
-0.7928148570402596,7.680859266736847,23.40631625352584,2.952706531265665e-4,0.08415213614107145,55379,LRRC59
2.1194852443853627,1.3812687100123444,23.020621739148407,3.176972268607451e-4,0.0859422398032851,192668,CYS1
-0.9518230653441007,8.197930305021327,23.006866630757116,3.18532530572997e-4,0.0859422398032851,9601,PDIA4
-0.7999049019423711,6.06873124952946,22.825430395018063,3.297906144780444e-4,0.0859422398032851,2907,GRINA
-4.731906138739818,5.516936147453586,22.62429692304771,3.4281003041730423e-4,0.0859422398032851,79931,TNIP3
1.814789785471074,1.5936578478900736,22.564545903865472,3.4679104493861527e-4,0.0859422398032851,80206,FHOD3
0.6662258206769314,5.403098622028955,22.554719043707422,3.474508604139637e-4,0.0859422398032851,6844,VAMP2
3.151217815190555,8.983748146896987,22.53902555112687,3.4850758491852807e-4,0.0859422398032851,1836,SLC26A2
-1.8588670477604095,7.457185393740913,22.534712740205226,3.487986367211213e-4,0.0859422398032851,1604,CD55
-1.078861403102496,7.462484640747034,22.50374794248414,3.508965452893299e-4,0.0859422398032851,8754,ADAM9
