logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene
2.455777026693613,5.573095213686893,19.933743406488755,1.207543113577314e-37,4.015322361267285e-33,74.70068942710071,GLRA2
1.9655700418657993,5.389455526508118,17.50646075031112,4.760128981287291e-33,7.91419044428825e-29,64.42277196020487,CPA6
-1.9341104078816613,10.04255958621152,-16.70899225030321,1.8118256219493056e-31,2.0082275193686103e-27,60.87425141681057,CFB
-3.1514196601144473,7.716027459401179,-15.389203967306685,8.910703683568488e-29,4.938311981433656e-25,54.816972899476326,KYNU
2.300809467183309,6.800999042382313,15.342323583841527,1.1149099485267157e-28,5.296140801201479e-25,54.597666208285986,CAPN13
-1.677273832766737,9.735507690461315,-15.304763061437624,1.3344487042396576e-28,5.5466360391721365e-25,54.42175676618258,STOM
-1.5582798867461172,9.836923158826576,-15.053041396435844,4.470469988979593e-28,1.6516896452616602e-24,53.23826495595586,SAMD9L
-3.851148372279707,9.143048117067302,-14.614234633959903,3.744691790017682e-27,1.1319862854697088e-23,51.15637026603721,CHI3L1
-2.621572761942037,10.385532770637552,-14.448582519206688,8.402310506760421e-27,2.3282802414233128e-23,50.364354683208695,CXCL1
-1.074873294908251,10.455378297026485,-14.215072834912021,2.6390726018863035e-26,6.268174439851669e-23,49.24236297230451,IFITM1
-1.1747279722689417,11.028760576041089,-13.990284665567147,7.987756623847733e-26,1.7707258883745656e-22,48.15628177584954,HLA-DRA
0.772333523571608,6.866719471861678,13.96216522608888,9.178251950412667e-26,1.7952660815007177e-22,48.02001379592096,SGSM1
-1.4553906686038678,8.05748022311093,-13.83540199964657,1.7187457786249718e-25,3.1750963683798642e-22,47.404607344289225,ZBP1
-3.6397651581313832,7.7083331565266215,-13.819383367051506,1.8607736286905045e-25,3.2565497211166663e-22,47.32671254122739,SAA2
-0.9008616388272426,12.16400725221043,-13.731075729599358,2.8840150821896585e-25,4.794963475648526e-22,46.89678289960698,CD74
-2.465852354976162,8.15996527670975,-13.668742026227127,3.931351073828124e-25,6.225013614615846e-22,46.592791910043715,ACKR4
-1.127415933933717,9.101839692266667,-13.645815959008834,4.406268312159641e-25,6.6598742689060175e-22,46.48087864243105,LPCAT1
1.1130673495457497,8.291853838963446,13.550823986298118,7.071993120231947e-25,9.71895706628356e-22,46.01657045298155,TMEM98
-0.8815850029656609,8.821004944243992,-13.548471656682741,7.155419763938772e-25,9.71895706628356e-22,46.005060255700364,ABCC1
1.1278355152352244,7.821504765484626,13.525510699140701,8.023489992257013e-25,1.0229238302802147e-21,45.89267877546232,CNNM2
0.6645020084785704,7.197069911022948,13.518574893566235,8.30594954215259e-25,1.0229238302802147e-21,45.85872068114843,GGT7
-0.9325516866219443,7.910788934568526,-13.486498719883276,9.74782923535827e-25,1.1576243490504757e-21,45.701607311843105,RTEL1-TNFRSF6B
4.041863630253029,5.960378772850431,13.472498646020455,1.0453566122602398e-24,1.1986275196854308e-21,45.63299883750055,CLDN8
-1.3239379795149482,9.813431499308571,-13.430281947365987,1.290790157467651e-24,1.4307118105371444e-21,45.42598712239624,LYN
-3.8661148427650645,8.578455208745305,-13.414729702115952,1.3951363334493631e-24,1.4964862374147815e-21,45.349678598161795,TNIP3
0.7820556119581976,8.93780346515356,13.380784560217078,1.6532622802681926e-24,1.7179461669836857e-21,45.18303559971213,ADD3
-1.2097415059372363,11.122485549762994,-13.34848995955126,1.9432489475865726e-24,1.9580883031863246e-21,45.024383830718534,HIF1A
-1.6315674562933262,9.125752087406305,-13.340710466348966,2.0204241176743136e-24,1.9759747870854785e-21,44.986149780320964,MIR4435-2HG
-1.185873364770437,10.06233785480644,-13.127995718134214,5.8738567927111175e-24,5.425485724200835e-21,43.93831421731699,HLA-DMA
-0.6975482227515588,10.951370489355465,-13.113196781937619,6.327602840553773e-24,5.536985517213002e-21,43.86524446481886,ARPC1B
-0.8124181476918793,10.788139918206168,-13.064624945280903,8.079177998837678e-24,6.88843145685514e-21,43.625268234631,PDIA4
-0.9156640009172374,8.755704675411973,-13.013404637089678,1.045650913554935e-23,8.692496044382174e-21,43.371955037070364,TAP2
-1.364438034340961,8.326387519293606,-13.008147645994915,1.0737171228222501e-23,8.708107748313527e-21,43.3459417377451,PARP9
0.8754235799202554,6.133219648740952,12.985309922936395,1.2046906779170382e-23,9.537708195737464e-21,43.23290204440485,LGR6
2.337291959809135,8.4340062972418135,12.946990916088799,1.4614799119163672e-23,1.1301658146754197e-20,43.04312124658538,MT1M
2.605652963461253,9.155776656797551,12.933186158055774,1.5668925792672682e-23,1.1641903897250482e-20,42.97471637604716,PADI2
1.4751019906723002,7.0355161296273465,12.932100264256665,1.5755012491768066e-23,1.1641903897250482e-20,42.96933481548668,ZNF704
-2.069765666574834,8.977690681234014,-12.829667214413298,2.6429641704653116e-23,1.8698690339640965e-20,42.461183981154925,BIRC3
0.8438055128210902,7.593424779192517,12.790734154440688,3.218054779882772e-23,2.22930744876379e-20,42.26778519701383,TLE2
1.1770092594052537,5.913507877516644,12.71509165587723,4.7193440379811505e-23,3.202604652060188e-20,41.891631770017575,FRAS1
-1.6600336060750003,11.348508439453605,-12.681555031175126,5.593408267018865e-23,3.7198402338982257e-20,41.724693840143985,TIMP1
-3.617474479974727,10.165076002028298,-12.656799944608316,6.341259263139956e-23,4.1345010395672514e-20,41.60140309203682,DUOXA2
-0.6749240945089579,12.30208274680907,-12.62783804480277,7.344547942144037e-23,4.6965559263879527e-20,41.45709066457572,HSP90B1
